,Code INSEE,Annee,Nb ventes,Commune,Valeur fonciere,Surface reelle bati,Surface terrain,Surface Carrez,Prix au m2 mode,Prix au m2 moyen,Prix ref
20265,14431,2024,157,MEZIDON VALLEE D'AUGE,28268627.0,14920.0,160770.0,760.84,1847.7562394620397,1894.6800938337801,1795.880411382421
20266,14431,2025,66,MEZIDON VALLEE D'AUGE,13946981.0,7182.0,98157.0,54.6,1851.1601584606678,1941.9355332776386,1795.880411382421
20267,14435,2021,7,LES MONCEAUX,1587430.0,859.0,11362.0,0.0,1719.6531791907514,1847.9976717112922,1938.0219780219782
20268,14435,2022,4,LES MONCEAUX,838000.0,368.0,3300.0,0.0,2317.3076923076924,2277.1739130434785,1938.0219780219782
20269,14435,2023,2,LES MONCEAUX,422000.0,230.0,3460.0,0.0,1834.782608695652,1834.7826086956522,1938.0219780219782
20270,14435,2024,1,LES MONCEAUX,261300.0,140.0,90.0,0.0,1866.428571428572,1866.4285714285713,1938.0219780219782
20271,14436,2021,10,MONCEAUX-EN-BESSIN,1790800.0,851.0,11261.0,0.0,1882.5422365245377,2104.3478260869565,2138.366336633663
20272,14436,2022,8,MONCEAUX-EN-BESSIN,1858800.0,829.0,7108.0,0.0,2138.366336633663,2242.2195416164054,2138.366336633663
20273,14436,2023,3,MONCEAUX-EN-BESSIN,297200.0,220.0,2767.0,0.0,447.76119402985074,1350.909090909091,2138.366336633663
20274,14436,2024,8,MONCEAUX-EN-BESSIN,2573809.0,858.0,6735.0,0.0,3314.494382022472,2999.7773892773894,2138.366336633663
20275,14436,2025,5,MONCEAUX-EN-BESSIN,1189260.0,546.0,3141.0,0.0,2000.0,2178.131868131868,2138.366336633663
20276,14437,2021,164,MONDEVILLE,29052858.34,11635.0,50959.0,1360.16,2583.801498127341,2497.0226334336053,2530.77047269675
20277,14437,2022,166,MONDEVILLE,29111961.7,11232.0,35463.0,1440.14,2546.628989281416,2591.8769319800567,2530.77047269675
20278,14437,2023,157,MONDEVILLE,26757781.73,10485.0,35238.0,1607.59,2486.2090790761777,2552.0058874582737,2530.77047269675
20279,14437,2024,150,MONDEVILLE,27636200.84,10513.0,36718.0,2254.87,2528.1272007664707,2628.764466850566,2530.77047269675
20280,14437,2025,40,MONDEVILLE,8087945.0,3301.0,9403.0,393.95000000000005,2560.1461038961043,2450.1499545592246,2530.77047269675
20281,14438,2021,14,MONDRAINVILLE,2632848.5,1355.0,10225.0,0.0,2174.342490842491,1943.0616236162361,2184.2105263157896
20282,14438,2022,6,MONDRAINVILLE,1520055.15,677.0,3657.0,0.0,2575.438596491228,2245.2808714918756,2184.2105263157896
20283,14438,2023,1,MONDRAINVILLE,255000.0,140.0,796.0,0.0,1821.428571428572,1821.4285714285713,2184.2105263157896
20284,14438,2024,2,MONDRAINVILLE,469000.0,187.0,1677.0,0.0,2499.1238317757006,2508.0213903743315,2184.2105263157896
20285,14439,2021,19,MONFREVILLE,11368260.0,2372.0,113617.0,0.0,3900.0,4792.689713322091,3241.6158536585363
20286,14439,2023,2,MONFREVILLE,610000.0,322.0,1969.0,0.0,1894.4099378881988,1894.4099378881988,3241.6158536585363
20287,14439,2024,7,MONFREVILLE,1408940.0,780.0,14657.0,0.0,1370.125,1806.3333333333333,3241.6158536585363
20288,14445,2021,5,MONTFIQUET,1210000.0,612.0,8230.0,0.0,1776.3157894736842,1977.124183006536,1711.8763589351827
20289,14445,2022,4,MONTFIQUET,435500.0,340.0,3345.0,0.0,1418.75,1280.8823529411766,1711.8763589351827
20290,14445,2023,3,MONTFIQUET,380844.0,405.0,1677.0,0.0,762.4594594594595,940.3555555555556,1711.8763589351827
20291,14445,2024,2,MONTFIQUET,664000.0,374.0,2990.0,0.0,1775.401069518717,1775.4010695187167,1711.8763589351827
20292,14446,2021,3,MONTIGNY,935000.0,430.0,1921.0,0.0,2014.2857142857144,2174.4186046511627,1785.7142857142858
20293,14446,2023,3,MONTIGNY,406000.0,258.0,2737.0,0.0,1785.7142857142858,1573.6434108527133,1785.7142857142858
20294,14446,2024,2,MONTIGNY,466740.0,160.0,1276.0,0.0,2917.125,2917.125,1785.7142857142858
20295,14446,2025,4,MONTIGNY,640000.0,484.0,20045.0,0.0,1327.7520746126165,1322.314049586777,1785.7142857142858
20296,14449,2021,4,MONTS-EN-BESSIN,1057000.0,462.0,2554.0,0.0,2485.697751322751,2287.878787878788,2432.2033898305085
20297,14449,2022,6,MONTS-EN-BESSIN,2932000.0,483.0,12232.0,0.0,2432.2033898305085,6070.393374741201,2432.2033898305085
20298,14449,2023,3,MONTS-EN-BESSIN,695000.0,283.0,2042.0,0.0,2684.2105263157896,2455.8303886925796,2432.2033898305085
20299,14449,2024,5,MONTS-EN-BESSIN,2231954.0,811.0,5645.0,0.0,1545.4545454545455,2752.1011097410606,2432.2033898305085
20300,14449,2025,5,MONTS-EN-BESSIN,1684000.0,770.0,7110.0,0.0,2078.6516853932585,2187.012987012987,2432.2033898305085
20301,14452,2021,16,MORTEAUX-COULIBOEUF,2498600.0,1804.0,12238.0,0.0,1303.7162837162837,1385.0332594235033,1464.2857142857144
20302,14452,2022,8,MORTEAUX-COULIBOEUF,1733000.0,1051.0,8635.0,0.0,1892.857142857143,1648.9058039961942,1464.2857142857144
20303,14452,2023,9,MORTEAUX-COULIBOEUF,1346600.0,964.0,4946.0,0.0,1544.0,1396.8879668049792,1464.2857142857144
20304,14452,2024,12,MORTEAUX-COULIBOEUF,1668750.0,1136.0,9223.0,0.0,1928.571428571429,1468.9700704225352,1464.2857142857144
20305,14452,2025,7,MORTEAUX-COULIBOEUF,1182000.0,798.0,5649.0,0.0,1351.851851851852,1481.203007518797,1464.2857142857144
20306,14453,2021,7,MOSLES,1196730.0,857.0,5019.0,0.0,1315.7894736842106,1396.4177362893815,2023.3644859813085
20307,14453,2022,12,MOSLES,3277000.0,1512.0,12489.0,0.0,2054.6645188401735,2167.328042328042,2023.3644859813085
20308,14453,2023,8,MOSLES,1328200.0,768.0,6135.0,0.0,1669.5769798327597,1729.4270833333333,2023.3644859813085
20309,14453,2024,7,MOSLES,1955000.0,587.0,11667.0,0.0,2023.3644859813085,3330.494037478705,2023.3644859813085
20310,14454,2021,32,MOUEN,7908985.0,3499.0,18545.0,158.23000000000002,2239.3617021276596,2260.3558159474137,2401.252670836463
20311,14454,2022,35,MOUEN,10144172.0,3363.0,20304.0,78.23,2936.7088607594937,3016.4055902468035,2401.252670836463
20312,14454,2023,22,MOUEN,5469217.03,2440.0,12027.0,102.83,2104.602510460251,2241.4823893442626,2401.252670836463
20313,14454,2024,13,MOUEN,3416200.0,1499.0,9625.0,0.0,2400.0,2278.98599066044,2401.252670836463
20314,14454,2025,16,MOUEN,3478205.0,1272.0,7054.0,187.57999999999998,2910.7831325301204,2734.437893081761,2401.252670836463
20315,14455,2021,8,MOULINES,1419004.0,939.0,6452.0,0.0,1390.2340597255852,1511.1863684771033,1902.2727272727275
20316,14455,2022,10,MOULINES,1566000.0,788.0,6977.0,0.0,1932.7349121466768,1987.3096446700508,1902.2727272727275
20317,14455,2023,11,MOULINES,1956500.0,1094.0,11903.0,0.0,1856.6666666666667,1788.3912248628885,1902.2727272727275
20318,14455,2024,9,MOULINES,1518850.0,790.0,6911.0,0.0,2096.470588235294,1922.5949367088608,1902.2727272727275
20319,14456,2021,45,MOULT-CHICHEBOVILLE,11096440.0,5038.0,32019.0,0.0,2188.9655172413795,2202.548630408892,2252.747252747253
20320,14456,2022,25,MOULT-CHICHEBOVILLE,5956400.0,2465.0,12572.0,0.0,2372.5274725274726,2416.389452332657,2252.747252747253
20321,14456,2023,29,MOULT-CHICHEBOVILLE,7276900.0,3154.0,17860.0,0.0,2454.5454545454545,2307.1972098922006,2252.747252747253
20322,14456,2024,32,MOULT-CHICHEBOVILLE,6680996.0,3420.0,16403.0,0.0,2241.935483870968,1953.5076023391812,2252.747252747253
20323,14456,2025,18,MOULT-CHICHEBOVILLE,4160500.0,1843.0,9256.0,100.0,2268.752515090543,2257.4606619641886,2252.747252747253
20329,14458,2021,6,MOUTIERS-EN-CINGLAIS (LES),1203327.0,564.0,6048.0,0.0,2147.7272727272725,2133.558510638298,2089.8972602739723
20330,14458,2022,3,MOUTIERS-EN-CINGLAIS (LES),659700.0,295.0,2475.0,0.0,2190.277777777778,2236.271186440678,2089.8972602739723
20331,14458,2023,3,MOUTIERS-EN-CINGLAIS (LES),752160.0,415.0,829.0,0.0,2221.6494845360826,1812.433734939759,2089.8972602739723
20332,14458,2024,14,MOUTIERS-EN-CINGLAIS (LES),2770000.0,1388.0,15700.0,0.0,1818.1818181818185,1995.6772334293948,2089.8972602739723
20333,14458,2025,2,MOUTIERS-EN-CINGLAIS (LES),940000.0,498.0,3903.0,0.0,1887.5502008032129,1887.5502008032129,2089.8972602739723
20334,14460,2021,71,MOYAUX,14884500.0,7108.0,84821.0,0.0,1950.0,2094.048958919527,2026.6666666666667
20335,14460,2022,59,MOYAUX,15113260.0,6840.0,91505.0,0.0,2090.0,2209.5409356725145,2026.6666666666667
20336,14460,2023,44,MOYAUX,9731240.0,4629.0,37888.0,0.0,2067.9844264749927,2102.233743789155,2026.6666666666667
20337,14460,2024,48,MOYAUX,10499460.0,6513.0,360779.0,0.0,2091.563852464311,1612.07738369415,2026.6666666666667
20338,14460,2025,12,MOYAUX,2061150.0,1012.0,25372.0,0.0,2142.8571428571427,2036.709486166008,2026.6666666666667
20339,14461,2021,8,MUTRECY,2196900.0,1173.0,2956.0,0.0,1843.0588608599082,1872.8900255754477,2336.893203883495
20340,14461,2022,12,MUTRECY,3645100.0,1555.0,12173.0,0.0,2443.75,2344.1157556270095,2336.893203883495
20341,14461,2023,13,MUTRECY,3831700.0,1519.0,8141.0,0.0,2336.893203883495,2522.5148123765634,2336.893203883495
20342,14461,2024,6,MUTRECY,1209490.0,521.0,2828.0,0.0,2322.560975609756,2321.47792706334,2336.893203883495
20343,14461,2025,2,MUTRECY,280000.0,168.0,1016.0,0.0,1666.6666666666667,1666.6666666666667,2336.893203883495
20344,14465,2021,12,NONANT,3201800.0,1756.0,14953.0,0.0,1813.6304909560724,1823.3485193621868,2039.2156862745096
20345,14465,2022,7,NONANT,1636300.0,731.0,2876.0,0.0,2108.5271317829456,2238.44049247606,2039.2156862745096
20346,14465,2023,6,NONANT,2430680.0,1092.0,4082.0,123.28,2165.833333333333,2225.897435897436,2039.2156862745096
20347,14465,2024,4,NONANT,1632600.0,618.0,3214.0,0.0,2744.7765674586153,2641.747572815534,2039.2156862745096
20348,14465,2025,2,NONANT,622000.0,286.0,2001.0,0.0,2174.8251748251746,2174.8251748251746,2039.2156862745096
20349,14466,2021,2,NOROLLES,1594900.0,348.0,804.0,0.0,4099.835706462212,4583.045977011494,2509.230769230769
20350,14466,2022,13,NOROLLES,2586000.0,1527.0,48311.0,0.0,2036.3636363636365,1693.5166994106091,2509.230769230769
20351,14466,2023,7,NOROLLES,3238280.0,1062.0,31932.0,0.0,2509.230769230769,3049.2278719397364,2509.230769230769
20352,14466,2024,10,NOROLLES,3532300.0,1245.0,15621.0,0.0,2904.7619047619046,2837.1887550200804,2509.230769230769
20353,14466,2025,1,NOROLLES,395000.0,129.0,376.0,0.0,3062.015503875969,3062.015503875969,2509.230769230769
20359,14468,2021,15,NORON-LA-POTERIE,2303900.0,1936.0,8835.0,0.0,1484.0,1190.030991735537,1470.5882352941176
20360,14468,2022,6,NORON-LA-POTERIE,1265180.0,845.0,3240.0,0.0,2202.3809523809523,1497.2544378698226,1470.5882352941176
20361,14468,2023,5,NORON-LA-POTERIE,700420.0,411.0,3724.0,0.0,1470.5882352941176,1704.1849148418491,1470.5882352941176
20362,14468,2024,5,NORON-LA-POTERIE,374317.0,593.0,886.0,0.0,1184.090909090909,631.2259696458684,1470.5882352941176
20363,14468,2025,2,NORON-LA-POTERIE,528000.0,264.0,1375.0,0.0,1979.2626728110602,2000.0,1470.5882352941176
20366,14473,2021,6,NOTRE-DAME-DE-LIVAYE,1236000.0,580.0,7820.0,0.0,2926.829268292683,2131.0344827586205,2070.3234880450073
20367,14473,2022,3,NOTRE-DAME-DE-LIVAYE,990000.0,750.0,3157.0,0.0,1320.0,1320.0,2070.3234880450073
20368,14473,2023,1,NOTRE-DAME-DE-LIVAYE,347000.0,158.0,739.0,0.0,2196.2025316455697,2196.2025316455697,2070.3234880450073
20369,14473,2024,4,NOTRE-DAME-DE-LIVAYE,980000.0,396.0,25786.0,0.0,2673.6111111111113,2474.747474747475,2070.3234880450073
20370,14474,2021,21,NOTRE-DAME-D ESTREES-CORBON,4771300.0,1830.0,19694.0,0.0,2923.076923076923,2607.2677595628415,3012.0481927710844
20371,14474,2022,7,NOTRE-DAME-D ESTREES-CORBON,5235800.0,979.0,32691.0,0.0,5400.0,5348.110316649642,3012.0481927710844
20372,14474,2023,8,NOTRE-DAME-D ESTREES-CORBON,3864003.6,900.0,35592.0,0.0,4483.26896014944,4293.337333333334,3012.0481927710844
20373,14474,2024,5,NOTRE-DAME-D ESTREES-CORBON,3824710.0,691.0,48895.0,0.0,3012.0481927710844,5535.036179450072,3012.0481927710844
20374,14475,2021,46,VAL D'ARRY,10888961.0,5166.0,36246.0,0.0,2257.7319587628867,2107.812814556717,2235.294117647059
20375,14475,2022,33,VAL D'ARRY,7448967.8,3361.0,18670.0,0.0,2338.5416666666665,2216.2950907468016,2235.294117647059
20376,14475,2023,40,VAL D'ARRY,9782755.0,4716.0,29661.0,0.0,2125.5252640593776,2074.375530110263,2235.294117647059
20377,14475,2024,30,VAL D'ARRY,5646400.0,2928.0,20626.0,0.0,2111.954887218045,1928.4153005464482,2235.294117647059
20378,14475,2025,14,VAL D'ARRY,3288800.0,1408.0,9635.0,0.0,2125.3654970760235,2335.7954545454545,2235.294117647059
20379,14476,2021,2,OLENDON,280000.0,224.0,1102.0,0.0,1345.488546049556,1250.0,1594.2028985507247
20380,14476,2022,3,OLENDON,992600.0,594.0,1484.0,0.0,1554.4303797468351,1671.0437710437711,1594.2028985507247
20381,14476,2023,2,OLENDON,306270.0,137.0,1026.0,0.0,2181.5849462365595,2235.5474452554745,1594.2028985507247
20382,14476,2024,3,OLENDON,676364.0,473.0,6652.0,0.0,2153.904761904762,1429.9450317124736,1594.2028985507247
20383,14476,2025,1,OLENDON,170000.0,124.0,224.0,0.0,1370.967741935484,1370.967741935484,1594.2028985507247
20384,14478,2021,96,ORBEC,12771080.0,8893.0,78534.0,340.56,1382.864238410596,1436.082311930732,1493.6370777690495
20385,14478,2022,96,ORBEC,10781443.33,8474.0,43025.0,0.0,1226.4227642276423,1272.2968291243806,1493.6370777690495
20386,14478,2023,69,ORBEC,8244441.48,4922.0,32511.0,69.12,1700.0,1675.0185859406747,1493.6370777690495
20387,14478,2024,59,ORBEC,8984000.0,5024.0,25537.0,0.0,1740.0,1788.216560509554,1493.6370777690495
20388,14478,2025,18,ORBEC,2301500.0,1140.0,4514.0,0.0,2386.1788617886177,2018.859649122807,1493.6370777690495
20389,14480,2021,9,OSMANVILLE,1383000.0,951.0,4132.0,0.0,1561.2244897959183,1454.2586750788644,1707.4074074074074
20390,14480,2022,21,OSMANVILLE,3600200.0,1999.0,24931.0,0.0,1895.1612903225807,1801.000500250125,1707.4074074074074
20391,14480,2023,14,OSMANVILLE,2903050.0,1506.0,14614.0,0.0,1937.5,1927.65604249668,1707.4074074074074
20392,14480,2024,7,OSMANVILLE,1446700.0,1106.0,10172.0,0.0,1178.7072243346008,1308.0470162748643,1707.4074074074074
20393,14480,2025,3,OSMANVILLE,647500.0,394.0,1439.0,0.0,1740.7407407407406,1643.4010152284263,1707.4074074074074
20394,14482,2021,7,OUEZY,1917000.0,1060.0,12937.0,0.0,1503.4013605442176,1808.4905660377358,1842.1052631578948
20395,14482,2022,4,OUEZY,899900.0,533.0,3426.0,0.0,1693.7330439500815,1688.3677298311445,1842.1052631578948
20396,14482,2023,3,OUEZY,776000.0,300.0,1959.0,0.0,2629.6296296296296,2586.6666666666665,1842.1052631578948
20397,14482,2024,2,OUEZY,340832.0,194.0,1910.0,0.0,1899.372807017544,1756.8659793814434,1842.1052631578948
20398,14482,2025,1,OUEZY,245000.0,96.0,508.0,0.0,2552.083333333333,2552.0833333333335,1842.1052631578948
20399,14483,2021,6,OUFFIERES,1046100.0,476.0,13423.0,0.0,2000.0,2197.6890756302523,2130.0
20400,14483,2022,7,OUFFIERES,1947500.0,843.0,12183.0,0.0,2458.333333333333,2310.2016607354685,2130.0
20401,14483,2023,4,OUFFIERES,914250.0,505.0,3208.0,0.0,2130.0,1810.3960396039604,2130.0
20402,14483,2024,2,OUFFIERES,304000.0,180.0,3460.0,0.0,1688.888888888889,1688.888888888889,2130.0
20403,14483,2025,1,OUFFIERES,170500.0,78.0,560.0,0.0,2185.897435897436,2185.897435897436,2130.0
20404,14484,2021,6,OUILLY-DU-HOULEY,1536000.0,639.0,6615.0,0.0,2537.6344086021504,2403.755868544601,2387.566137566137
20405,14484,2022,11,OUILLY-DU-HOULEY,4466400.0,1940.0,25545.0,0.0,2387.566137566137,2302.2680412371133,2387.566137566137
20406,14484,2024,6,OUILLY-DU-HOULEY,2270660.0,888.0,6221.0,0.0,2280.7017543859647,2557.0495495495497,2387.566137566137
20407,14486,2021,4,OUILLY-LE-TESSON,483044.0,353.0,2655.0,0.0,1580.435262629642,1368.3966005665723,1918.6746987951803
20408,14486,2022,8,OUILLY-LE-TESSON,1042150.0,649.0,7679.0,0.0,2020.2020202020203,1605.7781201848998,1918.6746987951803
20409,14486,2023,7,OUILLY-LE-TESSON,1182860.0,677.0,7424.0,0.0,1632.65306122449,1747.208271787297,1918.6746987951803
20410,14486,2024,6,OUILLY-LE-TESSON,808700.0,382.0,4366.0,0.0,2287.4768089053805,2117.0157068062827,1918.6746987951803
20411,14486,2025,5,OUILLY-LE-TESSON,889720.0,467.0,3606.0,0.0,2117.6470588235293,1905.1820128479658,1918.6746987951803
20412,14487,2021,25,OUILLY-LE-VICOMTE,6952400.0,3400.0,25512.0,0.0,2101.25,2044.8235294117646,2169.4639249750076
20413,14487,2022,32,OUILLY-LE-VICOMTE,10919900.0,4145.0,67146.0,0.0,2455.536431440046,2634.475271411339,2169.4639249750076
20414,14487,2023,24,OUILLY-LE-VICOMTE,4846993.4,2266.0,40975.0,0.0,2174.242424242424,2139.0085613415713,2169.4639249750076
20415,14487,2024,16,OUILLY-LE-VICOMTE,3312880.0,1646.0,8908.0,0.0,2049.85935302391,2012.685297691373,2169.4639249750076
20416,14487,2025,4,OUILLY-LE-VICOMTE,995170.0,604.0,3700.0,0.0,1644.4932432432433,1647.632450331126,2169.4639249750076
20417,14488,2021,305,OUISTREHAM,67872818.83,21959.0,79104.0,3625.29,3053.5504832556803,3090.8884206931098,3375.2149491787277
20418,14488,2022,270,OUISTREHAM,63342671.0,18793.0,53420.0,2640.9500000000003,3406.228497460366,3370.5460011706487,3375.2149491787277
20419,14488,2023,223,OUISTREHAM,53214727.66,15959.0,41184.0,2427.14,3587.6231004405067,3334.4650454289113,3375.2149491787277
20420,14488,2024,221,OUISTREHAM,50584483.24,14652.0,48786.0,2670.2599999999998,3541.6666666666665,3452.3944335244337,3375.2149491787277
20421,14488,2025,77,OUISTREHAM,18596230.0,5792.0,17482.0,999.13,3504.7619047619046,3210.6750690607737,3375.2149491787277
20422,14491,2021,7,PARFOURU-SUR-ODON,2030600.0,966.0,14810.0,0.0,2238.6138613861385,2102.0703933747413,2056.603773584906
20423,14491,2022,1,PARFOURU-SUR-ODON,140000.0,95.0,363.0,0.0,1473.6842105263158,1473.6842105263158,2056.603773584906
20424,14491,2023,3,PARFOURU-SUR-ODON,778000.0,419.0,2143.0,0.0,1864.1975308641968,1856.8019093078758,2056.603773584906
20425,14491,2024,8,PARFOURU-SUR-ODON,1851820.0,851.0,18160.0,0.0,2402.0944741532976,2176.0517038777907,2056.603773584906
20426,14492,2021,4,PENNEDEPIE,1830340.0,683.0,2480.0,0.0,2673.2512315270938,2679.853587115666,2673.2512315270938
20427,14492,2022,5,PENNEDEPIE,3256000.0,670.0,3362.0,0.0,3850.0,4859.701492537313,2673.2512315270938
20428,14492,2023,5,PENNEDEPIE,1739000.0,752.0,7751.0,0.0,1260.0,2312.5,2673.2512315270938
20429,14492,2024,2,PENNEDEPIE,635000.0,220.0,1278.0,0.0,2883.333333333333,2886.3636363636365,2673.2512315270938
20430,14492,2025,3,PENNEDEPIE,865000.0,448.0,2751.0,0.0,1350.0,1930.8035714285713,2673.2512315270938
20431,14494,2021,9,PERIERS-EN-AUGE,3145190.0,1392.0,8680.0,0.0,2173.913043478261,2259.4755747126437,2759.246575342466
20432,14494,2022,2,PERIERS-EN-AUGE,805700.0,292.0,1471.0,0.0,2759.246575342466,2759.246575342466,2759.246575342466
20433,14494,2023,3,PERIERS-EN-AUGE,1368500.0,404.0,2608.0,0.0,3585.9375,3387.3762376237623,2759.246575342466
20434,14494,2024,2,PERIERS-EN-AUGE,1436000.0,384.0,3803.0,0.0,3739.5833333333335,3739.5833333333335,2759.246575342466
20435,14494,2025,2,PERIERS-EN-AUGE,973174.0,290.0,3012.0,0.0,3355.772413793104,3355.7724137931036,2759.246575342466
20436,14495,2021,13,PERIERS-SUR-LE-DAN,5061506.0,1782.0,13806.0,0.0,3132.6530612244896,2840.351290684624,3041.5469348659008
20437,14495,2022,5,PERIERS-SUR-LE-DAN,1927400.0,744.0,2673.0,0.0,2281.0810810810813,2590.5913978494623,3041.5469348659008
20438,14495,2023,8,PERIERS-SUR-LE-DAN,3712350.0,1344.0,5993.0,0.0,2720.11665762344,2762.1651785714284,3041.5469348659008
20439,14495,2024,11,PERIERS-SUR-LE-DAN,5388120.0,1826.0,8802.0,0.0,3088.709677419354,2950.7776560788607,3041.5469348659008
20440,14495,2025,1,PERIERS-SUR-LE-DAN,663000.0,162.0,517.0,0.0,4092.5925925925926,4092.5925925925926,3041.5469348659008
20444,14497,2021,4,PERRIERES,672000.0,364.0,1071.0,0.0,2021.4285714285713,1846.1538461538462,1838.235294117647
20445,14497,2022,8,PERRIERES,1216000.0,660.0,4531.0,0.0,1910.112359550562,1842.4242424242425,1838.235294117647
20446,14497,2023,7,PERRIERES,1347690.0,760.0,3465.0,0.0,1906.7796610169487,1773.2763157894738,1838.235294117647
20447,14497,2024,8,PERRIERES,1216230.0,923.0,2202.0,0.0,1342.1525672124521,1317.6923076923076,1838.235294117647
20448,14497,2025,2,PERRIERES,438600.0,212.0,1226.0,0.0,2068.867924528302,2068.867924528302,1838.235294117647
20449,14498,2021,9,PERTHEVILLE-NERS,1132000.0,861.0,8099.0,0.0,1263.803680981595,1314.7502903600464,1812.5
20450,14498,2022,5,PERTHEVILLE-NERS,1063075.0,749.0,3418.0,0.0,1366.6666666666667,1419.3257676902538,1812.5
20451,14498,2023,11,PERTHEVILLE-NERS,2088000.0,1004.0,11822.0,0.0,2038.4615384615383,2079.6812749003984,1812.5
20452,14498,2024,5,PERTHEVILLE-NERS,1100000.0,581.0,4080.0,0.0,1875.0,1893.2874354561102,1812.5
20453,14499,2021,8,PETIVILLE,3134017.0,1067.0,5509.0,0.0,2750.90376984127,2937.22305529522,2890.909090909091
20454,14499,2022,10,PETIVILLE,3613670.0,1106.0,6118.0,0.0,3137.648809523809,3267.3327305605785,2890.909090909091
20455,14499,2023,5,PETIVILLE,1285000.0,526.0,6526.0,0.0,2608.695652173913,2442.9657794676805,2890.909090909091
20456,14499,2024,6,PETIVILLE,1646080.0,618.0,2809.0,0.0,2661.209677419354,2663.559870550162,2890.909090909091
20457,14499,2025,4,PETIVILLE,1362530.0,309.0,3303.0,0.0,4426.7827868852455,4409.48220064725,2890.909090909091
20458,14500,2021,9,PIERREFITTE-EN-AUGE,10319870.0,1739.0,55108.0,0.0,6335.87786259542,5934.3703277745835,5647.216216216216
20459,14500,2022,7,PIERREFITTE-EN-AUGE,4380870.0,1128.0,12095.0,0.0,3436.7088607594937,3883.75,5647.216216216216
20460,14500,2023,12,PIERREFITTE-EN-AUGE,8873745.0,1999.0,75361.0,0.0,4713.40909090909,4439.092046023012,5647.216216216216
20461,14500,2024,1,PIERREFITTE-EN-AUGE,235000.0,44.0,49.0,0.0,5340.909090909091,5340.909090909091,5647.216216216216
20462,14500,2025,2,PIERREFITTE-EN-AUGE,751000.0,132.0,4920.0,0.0,5689.393939393939,5689.393939393939,5647.216216216216
20463,14501,2021,8,PIERREFITTE-EN-CINGLAIS,687000.0,589.0,22306.0,0.0,731.7073170731708,1166.383701188455,1055.873786407767
20464,14501,2022,13,PIERREFITTE-EN-CINGLAIS,1456525.0,1461.0,20396.0,0.0,941.747572815534,996.937029431896,1055.873786407767
20465,14501,2023,5,PIERREFITTE-EN-CINGLAIS,322862.0,468.0,2062.0,0.0,893.939393939394,689.8760683760684,1055.873786407767
20466,14501,2024,1,PIERREFITTE-EN-CINGLAIS,138000.0,160.0,125.0,0.0,862.5,862.5,1055.873786407767
20467,14501,2025,5,PIERREFITTE-EN-CINGLAIS,324000.0,244.0,18932.0,0.0,1365.8536585365853,1327.8688524590164,1055.873786407767
20472,14504,2021,22,LE PIN,5754992.0,3358.0,29286.0,0.0,1541.269841269841,1713.815366289458,2055.555555555556
20473,14504,2022,16,LE PIN,4290600.0,2175.0,86123.0,0.0,1904.4005270092225,1972.6896551724137,2055.555555555556
20474,14504,2023,30,LE PIN,6595075.0,3260.0,59477.0,0.0,2407.012195121951,2023.0291411042945,2055.555555555556
20475,14504,2024,47,LE PIN,14148710.0,5715.0,138427.0,0.0,2567.5675675675675,2475.7147856517936,2055.555555555556
20476,14504,2025,11,LE PIN,2800400.0,1486.0,34689.0,0.0,1683.48623853211,1884.5222072678332,2055.555555555556
20477,14506,2021,9,PLANQUERY,2223050.0,1796.0,10125.0,0.0,1558.4415584415583,1237.7783964365256,1665.9055118110236
20478,14506,2022,6,PLANQUERY,1219000.0,573.0,8574.0,0.0,2068.181818181818,2127.3996509598605,1665.9055118110236
20479,14506,2023,2,PLANQUERY,382000.0,134.0,3025.0,0.0,2850.7462686567164,2850.7462686567164,1665.9055118110236
20480,14506,2024,11,PLANQUERY,2400159.0,1494.0,40072.0,0.0,1509.433962264151,1606.5321285140562,1665.9055118110236
20481,14506,2025,1,PLANQUERY,211570.0,127.0,0.0,0.0,1665.9055118110236,1665.9055118110236,1665.9055118110236
20482,14509,2021,4,PLUMETOT,1776400.0,693.0,1696.0,0.0,2393.6,2563.3477633477632,2969.2431561996777
20483,14509,2022,2,PLUMETOT,1198400.0,408.0,861.0,0.0,2969.2431561996777,2937.2549019607845,2969.2431561996777
20484,14509,2023,1,PLUMETOT,237275.0,56.0,155.0,0.0,4237.053571428572,4237.053571428572,2969.2431561996777
20485,14509,2024,1,PLUMETOT,212000.0,116.0,86.0,0.0,1827.586206896552,1827.5862068965516,2969.2431561996777
20486,14509,2025,4,PLUMETOT,1239955.0,490.0,2227.0,0.0,3319.327731092437,2530.5204081632655,2969.2431561996777
20489,14511,2021,21,PONT-BELLANGER,2916000.0,2054.0,17974.0,0.0,1369.047619047619,1419.6689386562805,1318.6274509803925
20490,14511,2022,3,PONT-BELLANGER,126900.0,222.0,3191.0,0.0,571.6216216216217,571.6216216216217,1318.6274509803925
20491,14511,2023,5,PONT-BELLANGER,688500.0,658.0,3843.0,0.0,1063.8297872340424,1046.3525835866262,1318.6274509803925
20492,14511,2025,6,PONT-BELLANGER,822900.0,528.0,5598.0,0.0,1558.5227272727273,1558.5227272727273,1318.6274509803925
20493,14512,2021,7,PONTECOULANT,713240.0,521.0,1605.0,0.0,1419.7530864197531,1368.982725527831,1419.7530864197531
20494,14512,2024,3,PONTECOULANT,150000.0,348.0,3583.0,0.0,431.0344827586207,431.0344827586207,1419.7530864197531
